review_id,pc1,pc2,cluster,archetype,k,robustness_score,frac_significant,frac_reversed,pi_ci_ratio,I2,tau2,orb_score,excess_significance,entropy_nei,n_modes,skewness,kurtosis,volatility,n_flips,stabilizes,n_pathologies,correction_pct,pct_sampling,pct_heterogeneity,pct_bias,adversarial_gap,split_verdict,cov_conformal,cov_standard,width_ratio
CD013827,-1.8293,-0.6797,2,Healthy,14.0,71.11,0.0,0.0,1.91,14.4,0.0834,0.0,-0.7,0.1471,2.0,0.145,-1.051,13.64,2.0,0.0,0.0,49.4,24.3,47.7,27.9,0.3022,0.0,0.929,0.5,1.784
CD013830,-3.0563,0.5894,2,Healthy,7.0,98.81,0.0119,0.0,1.31,0.0,0.0,10.0,-0.7,0.1115,3.0,-0.636,7.488,25.0,2.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,0.429,7.658
CD013834,0.3645,-2.7629,3,Pathological,8.0,62.96,0.0,0.0,3.0,61.2,0.2173,30.0,1.76,0.2563,1.0,0.305,-0.809,0.0,0.0,0.0,0.0,0.0,17.3,82.7,0.0,0.1745,0.0,1.0,1.0,1.221
CD013844,-3.5775,-0.6968,2,Healthy,9.0,71.11,0.0222,0.0,1.21,0.0,0.0,0.0,-0.59,0.1384,1.0,0.108,-0.945,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,0.444,3.162
CD013875,-0.2152,-1.1912,1,Moderate,9.0,66.67,0.6667,0.0,2.13,24.0,0.0833,0.0,-0.09,0.1633,1.0,-0.518,-0.578,14.58,3.0,1.0,0.0,0.0,32.0,67.9,0.0,1.3832,1.0,1.0,0.889,1.421
CD014040,2.493,0.7047,1,Moderate,14.0,45.71,0.4571,0.0,3.45,76.5,0.0135,60.0,0.2,0.1181,3.0,1.692,15.309,6.82,4.0,1.0,2.0,54.8,5.6,48.0,42.7,0.0495,1.0,0.857,0.786,1.345
CD014089,-1.9992,-0.744,2,Healthy,6.0,16.33,0.1633,0.0,1.42,0.0,0.0,0.0,-0.83,0.1902,2.0,1.198,6.592,50.0,3.0,0.0,1.0,0.0,100.0,0.0,0.0,0.2376,1.0,0.667,0.667,1.38
CD014145,-1.1359,-1.3095,3,Pathological,6.0,91.61,0.0091,0.0,2.17,22.0,0.2127,0.0,-0.38,0.2125,3.0,-0.402,0.4,0.0,0.0,0.0,1.0,0.0,42.6,56.9,0.0,0.0,1.0,0.833,0.833,1.168
CD014300,2.4176,-1.4937,3,Pathological,9.0,80.16,0.0794,0.0,3.14,83.0,0.2909,90.0,2.5,0.2563,2.0,1.098,3.256,14.58,2.0,0.0,1.0,51.1,14.5,83.2,0.0,0.0,1.0,1.0,0.778,1.64
CD014428,2.6931,-0.2712,1,Moderate,6.0,93.2,0.932,0.0,3.25,89.8,36.1601,50.0,-0.93,0.3785,2.0,2.349,6.097,25.0,2.0,1.0,2.0,21.2,11.4,48.6,32.8,4.4112,1.0,1.0,1.0,1.138
CD014541,-0.6332,-1.4896,3,Pathological,5.0,49.21,0.4921,0.0,2.37,22.6,0.0377,0.0,-0.54,0.1754,2.0,-0.584,-1.364,0.0,0.0,1.0,0.0,0.0,46.8,53.1,0.0,0.2394,1.0,1.0,1.0,1.245
CD014544,-0.4859,-0.9661,3,Pathological,12.0,41.39,0.0,0.0,2.16,26.6,0.0768,10.0,-0.3,0.2039,3.0,0.545,16.331,0.0,0.0,0.0,2.0,1483.1,27.2,70.6,2.1,0.2728,0.0,0.833,0.667,2.969
CD014585,2.2712,0.4863,1,Moderate,12.0,30.77,0.4615,0.0,2.74,71.5,0.0188,65.0,2.81,0.2199,4.0,2.798,25.702,2.78,0.0,0.0,3.0,84.9,14.0,67.4,11.5,0.0347,1.0,0.833,0.583,2.254
CD014594,1.2199,-1.9156,1,Moderate,7.0,95.83,0.9583,0.0,3.06,69.4,0.0918,15.0,-0.67,0.2869,1.0,-0.115,-0.989,6.25,1.0,1.0,0.0,0.0,18.2,81.1,0.0,0.0247,1.0,1.0,1.0,1.114
CD014624,0.0262,3.7016,1,Moderate,38.0,66.67,0.6667,0.0,1.63,3.9,0.0025,20.0,-1.69,0.0968,5.0,1.178,5.78,6.43,6.0,1.0,2.0,44.3,6.6,9.8,83.6,0.1097,1.0,0.868,0.342,6.975
CD014666,2.3496,-2.3139,3,Pathological,6.0,76.87,0.0,0.0,3.03,79.5,0.1265,80.0,2.74,0.4963,3.0,-0.128,6.255,8.33,0.0,0.0,2.0,148.9,19.8,71.0,0.0,0.1353,0.0,0.833,0.833,1.007
CD014678,0.0217,-0.0942,1,Moderate,10.0,43.72,0.4372,0.0,1.94,18.7,0.0094,10.0,0.51,0.1705,2.0,1.894,8.549,17.86,3.0,1.0,1.0,11.7,32.9,56.7,10.0,0.0566,1.0,0.9,0.7,2.631
CD014713,0.0223,-2.0975,3,Pathological,5.0,56.35,0.0,0.0,2.88,48.7,0.068,20.0,0.87,0.2881,3.0,-4.144,55.759,0.0,0.0,0.0,1.0,0.0,31.7,68.2,0.0,0.1824,0.0,0.8,0.8,0.781
CD014722,-0.2074,-1.2824,1,Moderate,6.0,59.18,0.5918,0.0,2.14,21.1,0.0225,10.0,-0.04,0.1715,2.0,0.844,-0.917,33.33,1.0,1.0,0.0,0.0,43.0,55.5,0.0,0.1496,1.0,1.0,1.0,1.621
CD014741,0.8834,1.4301,1,Moderate,13.0,25.85,0.2585,0.0,2.54,42.4,0.01,20.0,-0.28,0.1023,5.0,1.411,47.841,6.25,2.0,1.0,2.0,46.7,10.0,41.2,47.4,0.0481,1.0,0.615,0.615,1.619
CD014758,2.5683,0.5027,1,Moderate,22.0,68.12,0.6812,0.0,3.76,60.3,0.0116,35.0,0.04,0.2155,3.0,1.236,7.559,5.26,3.0,1.0,3.0,16.6,6.9,78.9,12.0,0.044,1.0,0.955,0.773,2.292
CD014762,-0.7812,-0.1626,3,Pathological,7.0,86.31,0.0,0.0,2.41,46.4,0.0258,20.0,0.48,0.148,4.0,2.69,29.094,0.0,0.0,0.0,1.0,0.0,29.4,70.0,0.0,0.085,0.0,0.571,0.571,1.306
CD014763,-0.5596,0.773,2,Healthy,9.0,66.67,0.6667,0.0,1.21,0.0,0.0,30.0,3.28,0.1262,1.0,-0.157,0.036,8.33,1.0,1.0,1.0,24.4,9.5,0.0,90.5,2.8596,1.0,1.0,0.667,2.803
CD014769,-0.0336,2.1372,1,Moderate,27.0,54.99,0.5499,0.0,1.55,4.4,0.0053,35.0,1.29,0.0847,4.0,-0.275,2.002,8.33,4.0,1.0,2.0,0.1,45.5,54.1,0.0,0.0157,1.0,0.926,0.296,5.061
CD014792,-3.5934,-0.2037,2,Healthy,11.0,100.0,0.0,0.0,1.15,0.0,0.0,0.0,-0.68,0.074,2.0,1.23,2.45,0.0,0.0,0.0,1.0,16.8,81.4,0.0,18.6,0.1851,0.0,0.909,0.727,2.164
CD014803,-3.4123,-1.2652,2,Healthy,5.0,55.56,0.0,0.0,1.62,0.0,0.0,0.0,-0.15,0.1419,2.0,1.283,-0.123,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.6087,0.0,1.0,0.8,1.341
CD014820,-0.472,0.0491,3,Pathological,17.0,57.67,0.0,0.0,2.06,18.1,0.0106,45.0,1.44,0.1313,3.0,-2.488,9.946,0.0,0.0,0.0,2.0,116.4,21.3,55.4,22.5,0.0906,0.0,0.882,0.529,3.418
CD014833,0.7181,-1.3906,3,Pathological,5.0,66.14,0.0608,0.0,3.09,59.8,0.0399,25.0,-0.62,0.2979,2.0,4.255,16.706,12.5,0.0,0.0,2.0,27.2,21.1,55.4,0.0,0.0,1.0,1.0,0.8,1.287
CD014844,-0.4143,-1.7512,3,Pathological,6.0,62.13,0.0317,0.0,2.62,48.2,0.1509,10.0,0.41,0.1775,2.0,-0.402,-0.706,0.0,0.0,0.0,0.0,38.8,24.6,59.6,14.8,0.0,1.0,1.0,0.833,1.645
CD014845,0.4105,2.217,1,Moderate,20.0,64.4,0.644,0.0,1.88,11.6,0.0004,50.0,2.03,0.1054,4.0,-3.17,13.154,5.88,1.0,1.0,2.0,29.7,10.1,20.9,68.8,0.0106,1.0,0.95,0.35,5.688
CD014855,-0.3518,-1.765,3,Pathological,7.0,86.31,0.0,0.0,2.74,51.2,0.3961,15.0,0.77,0.223,2.0,0.652,-1.231,0.0,0.0,0.0,1.0,37.2,22.7,76.3,0.6,1.5197,0.0,1.0,0.857,1.778
CD014869,-0.1071,-1.5703,3,Pathological,8.0,83.6,0.0,0.0,2.26,44.0,0.0027,45.0,1.66,0.2542,3.0,-6.37,68.445,2.5,0.0,0.0,1.0,0.0,30.4,69.6,0.0,0.0201,0.0,0.875,0.625,2.48
CD014871,1.5548,-1.4897,1,Moderate,8.0,65.96,0.6596,0.0,2.9,56.8,0.0072,15.0,0.62,0.2512,2.0,-0.189,-1.69,20.0,2.0,1.0,1.0,0.0,18.5,81.5,0.0,0.0533,1.0,1.0,1.0,0.912
CD014872,0.1804,-1.1337,1,Moderate,13.0,69.05,0.6905,0.0,2.71,39.3,0.0816,0.0,-0.15,0.151,1.0,-0.152,-0.52,5.0,1.0,1.0,0.0,0.0,17.2,82.7,0.0,0.3004,1.0,1.0,0.846,2.182
CD014889,-2.033,-1.4544,2,Healthy,5.0,37.04,0.3704,0.0,1.62,0.0,0.0,0.0,-0.27,0.1623,1.0,0.435,-0.095,25.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.1853,1.0,1.0,1.0,1.107
CD014914,0.8983,1.0291,1,Moderate,16.0,65.55,0.6555,0.0,2.73,44.2,0.0292,20.0,-0.41,0.1412,2.0,2.483,6.813,7.69,3.0,1.0,2.0,44.5,5.4,28.2,63.9,0.0883,1.0,0.812,0.688,1.722
CD014932,1.2739,-2.1678,3,Pathological,7.0,88.29,0.1171,0.0,3.04,69.7,1.9648,25.0,0.3,0.3687,2.0,-1.553,3.348,12.5,0.0,0.0,2.0,34.7,16.6,72.5,3.5,0.0,1.0,1.0,0.857,1.491
CD014937,4.9249,2.3162,1,Moderate,66.0,65.25,0.6525,0.0,5.35,70.2,0.0991,65.0,16.37,0.1614,6.0,-1.895,8.358,0.0,0.0,1.0,3.0,57.1,2.1,56.3,36.8,0.0233,1.0,0.712,0.545,1.553
CD014959,1.5717,-2.485,3,Pathological,5.0,51.85,0.0053,0.0,3.26,78.0,0.4749,50.0,0.17,0.3161,3.0,-4.24,21.146,0.0,0.0,0.0,1.0,0.0,21.9,66.5,0.0,0.9325,1.0,0.8,1.0,0.758
CD014964,4.2139,1.06,1,Moderate,54.0,66.67,0.6667,0.0,5.93,74.5,0.0461,65.0,3.43,0.181,2.0,1.07,2.297,3.68,4.0,1.0,3.0,32.3,1.7,53.8,40.1,0.3253,1.0,0.926,0.815,1.657
CD014965,-2.5174,0.1571,2,Healthy,8.0,81.48,0.8148,0.0,1.25,0.0,0.0,0.0,0.31,0.1205,2.0,0.18,2.701,10.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0458,1.0,0.875,0.625,2.112
CD014966,4.0741,0.3234,1,Moderate,28.0,75.59,0.2441,0.0,4.38,91.1,0.0386,90.0,7.81,0.2074,5.0,-0.777,4.405,9.0,4.0,0.0,2.0,45.2,5.1,83.4,0.2,0.0477,1.0,0.893,0.643,2.358
CD014967,-3.4512,-0.9362,2,Healthy,5.0,100.0,0.0,0.0,1.62,0.0,0.0,0.0,-0.4,0.1979,2.0,-1.165,0.565,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.1722,0.0,0.8,0.6,1.29
CD015003,-0.0223,-0.281,3,Pathological,10.0,5.77,0.0577,0.0,2.24,33.4,0.2923,10.0,-1.88,0.1391,1.0,1.978,3.744,19.64,1.0,0.0,3.0,45.2,12.9,34.0,48.6,0.5333,1.0,1.0,0.7,1.829
CD015014,-2.5976,1.7062,2,Healthy,24.0,37.33,0.0,0.0,1.06,0.0,0.0,20.0,-0.76,0.0916,4.0,0.79,7.359,0.0,0.0,0.0,2.0,61.6,65.3,0.0,34.7,0.1633,0.0,0.833,0.333,6.463
CD015038,-0.614,-0.8295,2,Healthy,9.0,56.98,0.5698,0.0,1.9,16.5,0.3964,0.0,0.5,0.1412,1.0,0.429,-1.048,14.58,3.0,1.0,0.0,0.0,40.3,59.6,0.0,1.1345,1.0,1.0,0.778,1.834
CD015040,0.8619,-1.8156,3,Pathological,7.0,52.58,0.0516,0.0,2.88,62.8,0.2603,15.0,-0.58,0.2119,1.0,-1.553,1.731,37.5,4.0,0.0,1.0,75.9,8.7,33.2,54.9,0.0,1.0,1.0,1.0,1.227
CD015042,-2.359,-0.3188,2,Healthy,7.0,70.83,0.0,0.0,1.31,0.0,0.0,10.0,-0.37,0.069,2.0,-0.796,-1.085,0.0,0.0,0.0,1.0,97.2,23.1,0.0,76.9,0.0387,0.0,1.0,0.857,1.789
CD015083,4.4314,1.8079,1,Moderate,67.0,93.28,0.9328,0.0,5.99,59.4,0.0303,55.0,7.66,0.1463,4.0,2.784,29.507,2.34,2.0,1.0,3.0,23.2,2.7,90.2,5.9,0.1933,1.0,0.955,0.791,1.85
CD015087,-0.1584,-1.4407,3,Pathological,7.0,84.13,0.0754,0.0,2.35,37.9,0.0917,20.0,-0.27,0.1412,2.0,-2.665,7.735,31.25,2.0,0.0,1.0,17.2,27.5,60.7,10.6,0.0,1.0,1.0,0.857,1.924
CD015120,-3.6001,-0.9263,2,Healthy,5.0,94.44,0.0,0.0,1.62,0.0,0.0,0.0,-0.16,0.109,1.0,1.614,1.928,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.9373,0.0,0.8,0.8,1.107
CD015122,0.2897,-0.1117,1,Moderate,9.0,46.83,0.4683,0.0,2.18,26.1,0.1527,0.0,0.94,0.1545,2.0,-0.305,-1.648,8.33,1.0,1.0,2.0,51.6,7.6,17.3,74.9,0.2312,1.0,1.0,1.0,1.293
CD015124,-1.9096,0.2846,2,Healthy,8.0,96.3,0.963,0.0,1.25,0.0,0.0,0.0,-0.78,0.107,1.0,0.724,-0.63,10.0,1.0,1.0,0.0,10.3,42.5,0.0,57.5,0.0506,1.0,1.0,0.75,1.936
CD015134,-1.3705,-0.4323,2,Healthy,6.0,82.77,0.1723,0.0,2.02,17.3,0.0067,20.0,0.12,0.0998,2.0,0.798,6.016,8.33,0.0,0.0,1.0,1.7,49.0,50.8,0.2,0.0772,1.0,0.833,0.667,3.083
CD015140,0.1785,-2.3629,3,Pathological,5.0,66.67,0.0,0.0,3.02,55.3,0.0904,25.0,0.73,0.2661,2.0,-1.962,3.07,0.0,0.0,0.0,1.0,76.9,24.9,61.2,13.5,0.2281,0.0,1.0,1.0,1.173
CD015192,-1.8047,-2.3659,3,Pathological,6.0,80.95,0.0,0.0,2.17,22.5,0.3275,0.0,-0.23,0.2089,1.0,0.313,-0.988,0.0,0.0,0.0,0.0,38.5,41.1,55.1,3.8,2.7979,0.0,1.0,1.0,1.015
CD015213,-2.657,0.4666,2,Healthy,12.0,66.67,0.6667,0.0,1.14,0.0,0.0,0.0,-1.67,0.1119,2.0,2.109,5.921,11.11,2.0,1.0,0.0,0.0,100.0,0.0,0.0,0.6925,1.0,1.0,0.667,4.714
CD015219,2.3873,0.4948,1,Moderate,18.0,37.59,0.3759,0.0,3.44,63.8,0.0844,35.0,0.49,0.2089,4.0,2.314,9.852,13.33,4.0,1.0,2.0,81.7,5.1,46.4,40.3,0.0354,1.0,0.889,0.833,1.515
CD015229,-0.4303,6.5383,0,Pathological,9.0,100.0,1.0,0.0,2.32,39.2,133.9189,20.0,-2.39,0.0926,7.0,20.653,453.07,8.33,1.0,1.0,2.0,7.5,16.0,43.3,32.4,17.5644,0.0,1.0,0.667,2.019
CD015252,-1.3183,1.2521,2,Healthy,7.0,31.55,0.3155,0.0,1.31,0.0,0.0,10.0,-1.05,0.0732,2.0,-2.847,6.852,12.5,1.0,1.0,2.0,32.2,26.4,0.0,73.6,0.0022,1.0,1.0,0.429,5.294
CD015254,2.7685,-1.2329,1,Moderate,10.0,31.6,0.316,0.0,2.98,63.5,0.0129,65.0,2.58,0.326,3.0,-1.121,16.565,14.29,2.0,1.0,1.0,11.2,14.7,79.4,5.6,0.0303,1.0,0.8,0.8,1.109
CD015255,3.1066,-1.3236,1,Moderate,7.0,8.53,0.0853,0.0,3.12,81.5,0.0806,50.0,-0.04,0.3282,3.0,-4.436,22.907,34.38,4.0,0.0,4.0,69.2,7.5,34.7,45.8,0.0441,1.0,1.0,1.0,0.944
CD015284,1.6026,-1.9157,3,Pathological,5.0,23.54,0.2354,0.0,3.31,70.8,0.1602,15.0,0.41,0.2596,1.0,0.376,-1.511,43.75,2.0,0.0,2.0,31.6,15.5,48.7,33.8,0.3015,1.0,1.0,1.0,1.455
CD015314,2.2858,0.5894,1,Moderate,21.0,66.67,0.6667,0.0,3.64,68.1,0.1108,35.0,0.01,0.1695,2.0,1.907,6.662,4.17,3.0,1.0,3.0,30.3,5.1,54.7,32.5,0.3044,1.0,0.905,0.81,1.493
CD015326,-0.0022,0.2902,1,Moderate,16.0,66.67,0.6667,0.0,2.07,17.9,0.0009,10.0,0.61,0.1351,2.0,-0.609,1.514,11.54,5.0,1.0,0.0,16.4,19.1,49.1,31.6,0.0004,1.0,1.0,0.625,3.081
CD015328,3.6374,1.2537,1,Moderate,27.0,22.05,0.2205,0.0,3.84,71.9,0.0307,65.0,3.36,0.1804,11.0,-7.497,299.102,3.12,1.0,0.0,3.0,4.4,7.0,87.1,0.0,0.1317,1.0,1.0,0.778,2.994
CD015330,-2.6287,1.3218,2,Healthy,11.0,72.22,0.0,0.0,1.15,0.0,0.0,20.0,0.61,0.1206,2.0,6.896,72.826,0.0,0.0,0.0,2.0,76.6,56.9,0.0,43.1,0.0532,0.0,0.909,0.455,5.386
CD015331,-1.1317,3.732,2,Healthy,48.0,75.51,0.7551,0.0,1.03,0.0,0.0,20.0,0.07,0.0921,4.0,0.495,3.412,7.78,8.0,1.0,1.0,11.7,66.9,0.0,33.1,0.0096,1.0,0.896,0.167,9.796
CD015332,-2.9856,-0.7084,2,Healthy,5.0,94.44,0.0556,0.0,1.62,0.0,0.0,10.0,-0.36,0.0482,3.0,-2.454,13.056,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,3.1848,1.0,1.0,1.0,2.066
CD015350,0.8884,-1.6097,3,Pathological,9.0,91.43,0.0381,0.0,2.84,58.4,0.6689,50.0,1.22,0.2334,2.0,1.194,5.439,0.0,0.0,0.0,1.0,33.0,17.0,76.8,0.0,0.0,1.0,1.0,0.889,1.763
CD015373,-2.5914,-2.3173,3,Pathological,5.0,71.43,0.0,0.0,2.02,10.9,0.197,0.0,-0.19,0.2124,1.0,-0.699,-0.885,0.0,0.0,0.0,0.0,0.0,64.5,35.5,0.0,9.1897,0.0,1.0,1.0,0.947
CD015383,-2.2103,-1.157,2,Healthy,5.0,51.85,0.5185,0.0,1.62,0.0,0.0,0.0,0.19,0.0842,1.0,-0.781,-0.737,25.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.4913,1.0,1.0,1.0,0.86
CD015387,0.3265,1.0991,1,Moderate,21.0,66.67,0.6667,0.0,1.98,12.6,0.0076,35.0,1.33,0.1041,2.0,-1.278,3.927,4.86,2.0,1.0,2.0,13.3,21.2,51.2,26.1,0.0867,1.0,0.905,0.571,4.499
CD015432,1.4308,-1.8155,3,Pathological,8.0,51.85,0.0035,0.0035,2.92,75.0,0.1459,75.0,2.26,0.3003,2.0,-2.13,7.918,0.0,0.0,0.0,1.0,95.0,13.2,59.3,24.4,0.1913,0.0,0.75,0.75,1.133
CD015443,2.0531,0.2867,1,Moderate,19.0,68.33,0.6833,0.0,3.2,51.4,0.2037,40.0,1.95,0.1616,3.0,-1.248,5.044,0.0,0.0,1.0,3.0,2.0,10.6,83.6,3.8,0.1571,1.0,1.0,0.789,2.838
CD015448,-0.1172,1.8053,3,Pathological,7.0,68.85,0.0198,0.0,2.27,29.9,2.8437,20.0,-1.38,0.1656,5.0,11.136,183.217,25.0,2.0,0.0,2.0,46.6,20.2,40.5,31.7,0.0,1.0,1.0,0.857,10.181
CD015476,2.9,-0.3284,1,Moderate,15.0,68.55,0.6855,0.0,3.31,64.0,0.012,65.0,2.41,0.163,2.0,-0.46,-1.176,12.5,4.0,1.0,2.0,5.3,10.1,81.1,6.9,0.1144,1.0,1.0,0.933,1.192
CD015518,2.0899,-0.4362,1,Moderate,12.0,66.67,0.6667,0.0,3.57,77.1,0.1556,30.0,-3.19,0.1755,2.0,-2.422,4.602,11.11,2.0,1.0,3.0,26.4,8.9,79.2,2.7,0.2231,1.0,1.0,0.917,3.397
CD015520,-1.9057,-0.8936,2,Healthy,5.0,42.59,0.4259,0.0,1.62,0.0,0.0,0.0,-0.35,0.0968,2.0,1.052,-0.604,50.0,2.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0854,1.0,1.0,1.0,1.508
CD015532,1.0709,-1.7911,3,Pathological,11.0,66.8,0.086,0.0,2.87,52.6,0.1123,45.0,2.71,0.1961,1.0,1.149,0.713,0.0,0.0,0.0,1.0,2150.7,8.7,45.0,45.3,0.0,1.0,0.909,0.909,1.206
CD015536,-0.077,-2.01,3,Pathological,10.0,82.54,0.0231,0.0,2.62,44.5,0.4929,15.0,1.22,0.2107,2.0,-0.205,-1.307,0.0,0.0,0.0,0.0,0.0,20.2,79.7,0.0,0.0703,1.0,0.9,0.9,1.112
CD015584,0.3872,0.3053,3,Pathological,13.0,66.67,0.0,0.0,2.66,42.0,0.0006,50.0,2.24,0.2183,3.0,4.487,32.0,0.0,0.0,0.0,2.0,203.4,4.6,21.1,73.9,0.0547,0.0,0.923,0.692,2.112
CD015588,0.0491,1.8614,1,Moderate,16.0,68.63,0.6863,0.0,2.14,21.2,0.0065,20.0,-0.85,0.0794,6.0,-0.407,13.608,3.85,2.0,1.0,1.0,4.6,25.3,71.3,2.4,0.0717,1.0,0.938,0.5,6.636
CD015636,-2.0122,-0.5139,2,Healthy,5.0,77.78,0.7778,0.0,1.62,0.0,0.0,0.0,0.7,0.1256,2.0,-1.062,-0.637,0.0,0.0,1.0,1.0,0.6,98.4,0.0,1.6,0.2743,1.0,1.0,1.0,1.182
CD015673,-2.4835,0.7823,2,Healthy,14.0,91.85,0.0815,0.0,1.11,0.0,0.0,20.0,-0.97,0.087,3.0,1.624,5.964,27.27,5.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0455,1.0,0.786,0.571,4.144
CD015721,-0.6856,-0.6576,3,Pathological,6.0,41.5,0.0,0.0,2.33,27.6,0.0019,10.0,-0.34,0.199,3.0,1.897,7.695,0.0,0.0,0.0,2.0,140.4,21.3,36.5,38.9,0.4956,0.0,1.0,0.833,1.763
CD015746,1.276,-1.7009,1,Moderate,6.0,71.43,0.7143,0.0,3.01,66.6,0.191,25.0,0.87,0.2878,1.0,0.048,-0.1,12.5,1.0,1.0,0.0,5.4,19.6,68.9,10.7,0.5788,1.0,1.0,0.833,1.287
CD015779,-2.0157,0.4986,2,Healthy,6.0,60.32,0.6032,0.0,1.42,0.0,0.0,0.0,-0.44,0.0866,2.0,-2.213,3.289,33.33,2.0,1.0,2.0,0.0,100.0,0.0,0.0,0.2226,1.0,0.833,0.5,1.448
CD015786,-1.1607,1.0841,2,Healthy,10.0,78.79,0.7879,0.0,1.18,0.0,0.0,0.0,-1.51,0.0626,2.0,2.019,3.61,14.29,2.0,1.0,1.0,64.6,6.5,0.0,93.5,1.7111,1.0,1.0,0.9,2.459
CD015788,1.3885,-1.4237,3,Pathological,8.0,15.87,0.1587,0.0,3.01,70.4,0.0294,15.0,0.39,0.2548,2.0,1.299,0.793,15.0,1.0,0.0,2.0,56.9,8.3,39.9,48.9,0.0033,1.0,1.0,1.0,1.034
CD015804,-2.6976,-0.6098,2,Healthy,8.0,96.3,0.0,0.0,1.41,3.2,0.0003,10.0,0.59,0.1816,3.0,-2.31,25.906,0.0,0.0,0.0,1.0,9.9,75.8,21.5,2.7,0.0484,0.0,0.75,0.625,2.574
CD015824,-1.8954,0.1064,2,Healthy,5.0,67.99,0.6799,0.0,1.62,0.0,0.0,0.0,0.7,0.1967,2.0,2.272,15.569,25.0,1.0,1.0,1.0,0.0,100.0,0.0,0.0,0.1818,1.0,0.8,0.6,1.506
CD015849,-0.2917,1.1024,1,Moderate,7.0,45.63,0.4563,0.0,2.04,22.9,0.0071,20.0,0.51,0.0343,3.0,3.16,26.837,18.75,2.0,1.0,1.0,0.0,41.2,58.7,0.0,0.0418,1.0,1.0,0.857,10.951
CD015854,-3.7473,-1.4231,2,Healthy,5.0,88.89,0.0556,0.0,1.62,0.0,0.0,0.0,-0.45,0.1199,1.0,0.776,-0.53,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,16.2928,1.0,1.0,1.0,0.942
CD015894,1.3736,-2.1425,1,Moderate,7.0,66.67,0.6667,0.0,3.0,62.0,0.1048,15.0,-0.14,0.2846,1.0,0.025,-1.02,25.0,2.0,1.0,0.0,0.0,19.1,80.9,0.0,0.2113,1.0,1.0,1.0,1.015
CD015932,3.5544,-0.2815,1,Moderate,10.0,58.01,0.5801,0.0,3.31,94.3,0.0471,65.0,1.49,0.3461,4.0,-0.541,0.787,17.86,4.0,1.0,2.0,1.6,10.1,70.3,9.7,0.2419,1.0,0.7,0.7,1.077
CD016031,-3.2174,1.4887,2,Healthy,28.0,85.39,0.0115,0.0,1.05,0.0,0.0,0.0,-0.12,0.0789,2.0,-0.263,-1.168,0.0,0.0,0.0,1.0,47.8,45.3,0.0,0.0,1.4009,1.0,1.0,0.214,11.752
CD016064,-2.687,-0.3158,2,Healthy,5.0,64.29,0.0,0.0,1.62,0.0,0.0,0.0,-0.31,0.1351,1.0,1.559,1.787,0.0,0.0,0.0,1.0,68.5,36.1,0.0,63.9,0.8009,0.0,1.0,0.6,2.307
CD016119,0.0929,-0.0189,1,Moderate,16.0,83.94,0.8394,0.0,2.57,33.0,0.0973,10.0,-0.6,0.1242,2.0,-0.349,-0.564,5.77,2.0,1.0,0.0,32.5,13.6,61.7,23.1,0.209,1.0,1.0,0.75,3.454
CD016131,-2.6682,-1.4695,2,Healthy,5.0,88.89,0.0556,0.0,1.62,0.0,0.0,0.0,-0.66,0.1118,2.0,-0.005,1.152,50.0,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.2141,1.0,0.8,1.0,0.769
CD016136,2.675,-0.4388,1,Moderate,30.0,98.92,0.9892,0.0,4.75,78.1,0.296,40.0,-1.19,0.2372,2.0,0.99,1.782,1.85,2.0,1.0,1.0,3.3,4.7,93.2,0.0,0.5119,1.0,0.967,0.833,1.532
CD016211,-1.8515,1.0043,2,Healthy,5.0,83.33,0.8333,0.0,1.62,0.0,0.0,20.0,-0.4,0.0726,2.0,6.808,47.748,50.0,1.0,1.0,1.0,0.0,100.0,0.0,0.0,0.3897,1.0,1.0,0.8,5.397
